#0.0,2.032,2.272,2.531,2.816,3.126,3.461,3.825,4.22,4.65,5.119,5.629,6.178,6.773,7.417,8.112,8.861,9.671,10.54,11.49,12.49,13.54,14.69,15.94,17.29,18.73,20.28
1305820800.0,68.03,61.92,55.24,48.41,41.83,35.77,30.3,25.49,21.3,17.68,14.61,12.04,9.893,8.103,6.627,5.41,4.411,3.597,2.924,2.387,1.959,1.601,1.307,1.066,0.8704,0.7119
1305907200.0,68.55,62.3,55.46,48.48,41.77,35.61,30.08,25.24,21.05,17.46,14.42,11.89,9.773,8.011,6.556,5.357,4.371,3.566,2.901,2.37,1.946,1.592,1.299,1.061,0.8662,0.7087
1305993600.0,66.39,60.54,54.11,47.52,41.14,35.25,29.91,25.2,21.08,17.52,14.49,11.95,9.828,8.055,6.59,5.383,4.391,3.581,2.913,2.378,1.952,1.596,1.303,1.063,0.8683,0.7103
1306080000.0,68.45,62.28,55.52,48.62,41.97,35.86,30.34,25.5,21.3,17.67,14.6,12.03,9.884,8.097,6.621,5.406,4.408,3.594,2.922,2.386,1.958,1.601,1.306,1.066,0.8701,0.7117
1306166400.0,68.22,61.98,55.22,48.34,41.74,35.69,30.22,25.42,21.24,17.64,14.58,12.02,9.875,8.09,6.616,5.403,4.405,3.592,2.921,2.384,1.957,1.6,1.306,1.065,0.8698,0.7115
1306252800.0,68.15,62.03,55.32,48.46,41.85,35.76,30.27,25.45,21.26,17.65,14.58,12.02,9.874,8.089,6.615,5.402,4.405,3.592,2.92,2.384,1.957,1.6,1.306,1.065,0.8698,0.7114
1306339200.0,68.59,62.35,55.52,48.54,41.82,35.66,30.12,25.27,21.08,17.48,14.44,11.9,9.781,8.017,6.56,5.36,4.373,3.568,2.903,2.371,1.946,1.592,1.3,1.061,0.8665,0.7089
1306425600.0,67.2,61.04,54.35,47.56,41.05,35.09,29.72,25.01,20.91,17.37,14.37,11.86,9.754,7.998,6.547,5.351,4.366,3.563,2.899,2.368,1.944,1.59,1.299,1.06,0.8657,0.7084
1306512000.0,66.21,60.26,53.78,47.16,40.79,34.93,29.62,24.95,20.88,17.36,14.37,11.86,9.754,7.999,6.548,5.351,4.367,3.563,2.899,2.368,1.944,1.591,1.299,1.06,0.8658,0.7084
1306598400.0,62.59,57.17,51.2,45.06,39.11,33.6,28.59,24.16,20.27,16.9,14.02,11.59,9.554,7.848,6.434,5.266,4.303,3.515,2.863,2.341,1.924,1.575,1.287,1.051,0.8591,0.7033
